frame,label,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,landmark_21_x,landmark_21_y,landmark_21_z,landmark_22_x,landmark_22_y,landmark_22_z,landmark_23_x,landmark_23_y,landmark_23_z,landmark_24_x,landmark_24_y,landmark_24_z,landmark_25_x,landmark_25_y,landmark_25_z,landmark_26_x,landmark_26_y,landmark_26_z,landmark_27_x,landmark_27_y,landmark_27_z,landmark_28_x,landmark_28_y,landmark_28_z,landmark_29_x,landmark_29_y,landmark_29_z,landmark_30_x,landmark_30_y,landmark_30_z,landmark_31_x,landmark_31_y,landmark_31_z,landmark_32_x,landmark_32_y,landmark_32_z
1.0,caminar,0.5223023891448975,0.3009065389633178,-0.2591252326965332,0.5284790396690369,0.2952757477760315,-0.2407775372266769,0.5325825810432434,0.2954220771789551,-0.2408200353384018,0.5356482863426208,0.2957024872303009,-0.240809828042984,0.5159518718719482,0.2953667044639587,-0.2422573566436767,0.5116989612579346,0.2956677079200744,-0.242252692580223,0.50742107629776,0.2959908246994018,-0.2422400563955307,0.5414023399353027,0.2995069921016693,-0.1278664320707321,0.5024512410163879,0.3000890016555786,-0.1363807916641235,0.5301796197891235,0.30813068151474,-0.2168133109807968,0.5150121450424194,0.3083891868591308,-0.2191527336835861,0.5720065236091614,0.3378049433231354,-0.058844082057476,0.4762282073497772,0.3356571495532989,-0.0762076675891876,0.5785419940948486,0.3801293075084686,-0.0327068828046321,0.4653672873973846,0.379499226808548,-0.0487671829760074,0.5757690668106079,0.4182305932044983,-0.1516300439834594,0.4644553661346435,0.4163117110729217,-0.1461580246686935,0.5768162608146667,0.4322299063205719,-0.1872535198926925,0.461261123418808,0.4296439290046692,-0.1813297420740127,0.5708338022232056,0.4308758080005646,-0.2211773544549942,0.4673153460025787,0.4286571741104126,-0.2088239789009094,0.5681385397911072,0.4268208146095276,-0.1675555557012558,0.4708951711654663,0.4240769147872925,-0.1595135927200317,0.5462156534194946,0.420273095369339,0.0108884954825043,0.4909465610980987,0.4190439283847809,-0.0109057845547795,0.5442615747451782,0.4828309118747711,0.032365471124649,0.4914429783821106,0.4794555306434631,-0.0010606745490804,0.5467538833618164,0.5360628366470337,0.1703270971775055,0.4883577823638916,0.5372943878173828,0.1474333554506302,0.5362004637718201,0.5441920757293701,0.1767628192901611,0.4915337562561035,0.5444772839546204,0.1543321907520294,0.56208336353302,0.5547094345092773,0.0554926693439483,0.4803009033203125,0.5540123581886292,0.0251674391329288
3.0,caminar,0.5223245024681091,0.3009337186813354,-0.2586797177791595,0.5284819006919861,0.2952758073806762,-0.2406643033027649,0.5326140522956848,0.2954215705394745,-0.2407050281763076,0.5357414484024048,0.2957010269165039,-0.2406920790672302,0.5159424543380737,0.2953993380069732,-0.2421770393848419,0.5116655230522156,0.2957027554512024,-0.2421723008155822,0.5074218511581421,0.2960334122180938,-0.2421662509441375,0.5414060950279236,0.2995132505893707,-0.1292438060045242,0.5026769042015076,0.3001614809036255,-0.1375932246446609,0.5303030610084534,0.3081351816654205,-0.2167895138263702,0.5149914622306824,0.3084662556648254,-0.2191276252269745,0.5721303224563599,0.3378438353538513,-0.0588529519736766,0.4760363101959228,0.3360314965248108,-0.0810854062438011,0.5785396099090576,0.3801505267620086,-0.0294473301619291,0.4645290076732635,0.3793814778327942,-0.0536468513309955,0.5752890110015869,0.4184246361255646,-0.1499551236629486,0.464333564043045,0.4164624810218811,-0.1456834822893142,0.5765608549118042,0.432218074798584,-0.1844171583652496,0.4612499475479126,0.4297424256801605,-0.1792509108781814,0.5707290172576904,0.4309033453464508,-0.2178427129983902,0.4672926962375641,0.4288682341575622,-0.2073324769735336,0.5680875182151794,0.4272263646125793,-0.1655532866716385,0.470773845911026,0.4247318804264068,-0.1588760912418365,0.5461332201957703,0.4202300906181335,0.0136068072170019,0.4909469485282898,0.418803334236145,-0.0136732198297977,0.5442950129508972,0.4828310012817383,0.0307438541203737,0.4919287264347076,0.4795187711715698,-0.00686179054901,0.5467026829719543,0.5372680425643921,0.1698540449142456,0.4885956943035126,0.5372806787490845,0.1445608735084533,0.5362157225608826,0.5446507334709167,0.176082357764244,0.4916114509105682,0.5443550944328308,0.1517971307039261,0.5620763897895813,0.5549970269203186,0.049002394080162,0.4807763695716858,0.5543541312217712,0.0205937307327985
5.0,caminar,0.5220745801925659,0.3009661138057709,-0.2446158528327942,0.5282571315765381,0.2953000962734222,-0.2271934449672699,0.5324769020080566,0.2954514324665069,-0.2272320687770843,0.5357280969619751,0.2957358956336975,-0.2272153347730636,0.5157101154327393,0.2954796552658081,-0.2280260473489761,0.5113541483879089,0.2957838177680969,-0.2280201166868209,0.507347583770752,0.2961296439170837,-0.2280429005622863,0.5413587093353271,0.2996385395526886,-0.1207783743739128,0.5026840567588806,0.3003084063529968,-0.1253968775272369,0.530255138874054,0.3081496655941009,-0.2048683762550354,0.5145509839057922,0.3085026443004608,-0.2061569988727569,0.5721592307090759,0.3380544781684875,-0.0533991977572441,0.4758472144603729,0.3364933729171753,-0.0738193616271019,0.5784282684326172,0.3803783059120178,-0.0231658313423395,0.4643395543098449,0.3793661892414093,-0.0474690943956375,0.5746092200279236,0.4186554551124573,-0.1425297409296035,0.4643531739711761,0.4166112840175628,-0.1333899945020675,0.576246440410614,0.43219855427742,-0.1760819852352142,0.4614033699035644,0.4297996759414673,-0.1651977151632309,0.5705501437187195,0.4309148490428924,-0.2087481021881103,0.4674065411090851,0.4289385080337524,-0.1939308792352676,0.567950963973999,0.4274202287197113,-0.1577275246381759,0.4707941710948944,0.4249714612960815,-0.146646648645401,0.5460177063941956,0.4203808605670929,0.0139550389721989,0.4909388720989227,0.4188866317272186,-0.0140307201072573,0.5442957282066345,0.4828506112098694,0.0222622640430927,0.4922705888748169,0.4802561104297638,-0.0103920614346861,0.5465734004974365,0.5377342104911804,0.168707475066185,0.4889963865280151,0.5372881293296814,0.1443614959716797,0.5362222790718079,0.5448209643363953,0.1752612888813018,0.4920319616794586,0.544336199760437,0.1517910361289978,0.5620401501655579,0.5551761388778687,0.0466421619057655,0.4807785153388977,0.555361807346344,0.0206088349223136
7.0,caminar,0.5219939351081848,0.3011565804481506,-0.2428388595581054,0.528173565864563,0.2954455614089966,-0.2252123802900314,0.5324320197105408,0.2955850660800934,-0.2252529710531234,0.5357280373573303,0.2958568632602691,-0.2252371311187744,0.5156049132347107,0.2957463264465332,-0.22640261054039,0.5112331509590149,0.2960573136806488,-0.2263988554477691,0.5073256492614746,0.2964071631431579,-0.2264226824045181,0.5413037538528442,0.299795925617218,-0.1177083104848861,0.5027197599411011,0.30059814453125,-0.1237325444817543,0.5302538871765137,0.3082700371742248,-0.2026184350252151,0.5144384503364563,0.3086858093738556,-0.2043326050043106,0.572193443775177,0.338274210691452,-0.0488205775618553,0.4757084548473358,0.3370290994644165,-0.071490354835987,0.5782297253608704,0.3807635903358459,-0.0190717689692974,0.464264452457428,0.3794917464256286,-0.0462219715118408,0.5738843083381653,0.4190600514411926,-0.1408882588148117,0.4645676612854004,0.4169031679630279,-0.1343094855546951,0.5756914019584656,0.4321987330913543,-0.1752246916294098,0.4618261456489563,0.4299292862415313,-0.1668419241905212,0.5701399445533752,0.4309640228748321,-0.2080167680978775,0.4679106473922729,0.4291129112243652,-0.1954592317342758,0.5676411390304565,0.4276404082775116,-0.1562258899211883,0.4711907505989074,0.425315648317337,-0.1475491672754287,0.5459764003753662,0.4204824268817901,0.0148302186280488,0.4909496307373047,0.4189556837081909,-0.014903943054378,0.5443940758705139,0.482997328042984,0.0202333629131317,0.4927208721637726,0.4806944131851196,-0.0152224060148,0.5466040968894958,0.538377046585083,0.1635545343160629,0.4893592000007629,0.5374053120613098,0.1362702548503875,0.5367181301116943,0.5452280044555664,0.1696742475032806,0.4922086894512176,0.5443464517593384,0.1433863788843155,0.5620099902153015,0.5554933547973633,0.0387871898710727,0.4814640879631042,0.5561068058013916,0.0100895371288061
9.0,caminar,0.5219799876213074,0.301354706287384,-0.2416204661130905,0.5281623005867004,0.2956108748912811,-0.2238164544105529,0.5324287414550781,0.2957539558410644,-0.2238580733537674,0.5357359051704407,0.2960259020328522,-0.2238412052392959,0.5155923962593079,0.2959538698196411,-0.2251871526241302,0.5112157464027405,0.2962592542171478,-0.2251849323511123,0.5073249340057373,0.2965994477272033,-0.2252077460289001,0.5412992238998413,0.2999924421310425,-0.1158676370978355,0.502804160118103,0.3007826507091522,-0.122717835009098,0.5302545428276062,0.3084219396114349,-0.201250821352005,0.5143856406211853,0.3088674247264862,-0.2031986117362976,0.5722425580024719,0.3384244740009308,-0.0473750084638595,0.4756974279880523,0.3375755846500397,-0.0698935091495513,0.5781876444816589,0.3811409175395965,-0.0182914994657039,0.4642996788024902,0.3797753453254699,-0.0449224673211574,0.5733173489570618,0.4195065200328827,-0.140985682606697,0.4650707840919494,0.417138934135437,-0.1342265009880066,0.5751563906669617,0.4322336614131927,-0.175843596458435,0.4623356163501739,0.4300535321235657,-0.1669207960367202,0.5696966648101807,0.431075781583786,-0.2084392458200454,0.4685665965080261,0.4292588233947754,-0.1956535726785659,0.5673199892044067,0.4278877675533294,-0.1562626659870147,0.4718284010887146,0.4255747497081756,-0.1474675685167312,0.5460488796234131,0.4205091893672943,0.0149375619366765,0.4912591874599457,0.4189615845680237,-0.0150126470252871,0.544459879398346,0.4830875694751739,0.0168027020990848,0.4933351874351501,0.4809775650501251,-0.0162077900022268,0.5466634035110474,0.5387434363365173,0.1599789708852768,0.4902472496032715,0.5374891757965088,0.1351971477270126,0.5370969772338867,0.5456588268280029,0.1661178767681121,0.4929204881191253,0.5443847179412842,0.1423162519931793,0.5618816018104553,0.555633008480072,0.0356201566755771,0.4829649329185486,0.5562618970870972,0.0094043379649519
11.0,caminar,0.5219918489456177,0.3016895353794098,-0.2375892698764801,0.5281815528869629,0.2959142029285431,-0.2197334617376327,0.5324603319168091,0.2960544228553772,-0.2197811603546142,0.5357856750488281,0.2963161766529083,-0.2197695523500442,0.5156009197235107,0.2962883710861206,-0.2210277616977691,0.5112301707267761,0.2965906858444214,-0.2210249006748199,0.5073442459106445,0.2969125211238861,-0.2210485935211181,0.5413158535957336,0.3002581298351288,-0.1122569367289543,0.5029770731925964,0.3010333478450775,-0.1188065856695175,0.530279815196991,0.308698296546936,-0.1974099725484848,0.5143843293190002,0.3091563284397125,-0.1992626935243606,0.5723192691802979,0.338633120059967,-0.0469320267438888,0.4756962656974792,0.3379349410533905,-0.0640428438782692,0.5781431794166565,0.3813546895980835,-0.0196804068982601,0.4645810425281524,0.3800867795944214,-0.0390556566417217,0.5731424689292908,0.4197230041027069,-0.147310122847557,0.4654261469841003,0.417737066745758,-0.1306356191635131,0.5749799013137817,0.4323130548000335,-0.1844659745693206,0.4627335965633392,0.43051877617836,-0.1636665016412735,0.569554328918457,0.4312198460102081,-0.2161540687084198,0.4691166579723358,0.4297224879264831,-0.1929747611284256,0.5672252178192139,0.4280974566936493,-0.1623962521553039,0.4722738564014435,0.4261105954647064,-0.1441420614719391,0.546104907989502,0.4206705093383789,0.0139870392158627,0.4915362298488617,0.4190425872802734,-0.014061527326703,0.5444685816764832,0.483482301235199,0.0116894105449318,0.4939947128295898,0.4815505146980285,-0.0147309582680463,0.5467147827148438,0.538941502571106,0.1590863615274429,0.4906500279903412,0.5375471115112305,0.1355270594358444,0.5374783277511597,0.5458994507789612,0.1656063199043274,0.4935146272182464,0.5444445013999939,0.14260134100914,0.5615408420562744,0.5557555556297302,0.0361367873847484,0.4830241501331329,0.5567260980606079,0.0096343318000435
13.0,caminar,0.5220303535461426,0.3019404113292694,-0.2418002337217331,0.5282155871391296,0.2961209118366241,-0.2240639925003051,0.5325091481208801,0.2962638139724731,-0.2241131216287613,0.535838782787323,0.2965221107006073,-0.2241007983684539,0.5156235694885254,0.2964957058429718,-0.2256426662206649,0.5112612247467041,0.2967951893806457,-0.2256477177143097,0.5073771476745605,0.2971065640449524,-0.2256880849599838,0.5413652658462524,0.3004787564277649,-0.1161201149225235,0.5031450390815735,0.3012474775314331,-0.1232301071286201,0.53030925989151,0.3089369237422943,-0.2013348639011383,0.5143948793411255,0.3093938827514648,-0.2033926099538803,0.5724209547042847,0.3388224244117737,-0.0478018447756767,0.4757072627544403,0.3382572531700134,-0.0674174576997757,0.578126847743988,0.3816395103931427,-0.0206671431660652,0.4650841355323791,0.3806231915950775,-0.04036346077919,0.573056697845459,0.4199954569339752,-0.1478410214185714,0.4658809602260589,0.4181775450706482,-0.1323357224464416,0.5748823881149292,0.4324193596839905,-0.1848348379135131,0.463110476732254,0.4308103322982788,-0.1655201166868209,0.5694557428359985,0.4313819706439972,-0.2170008867979049,0.4694568812847137,0.4300435483455658,-0.1960201114416122,0.5671445727348328,0.4282887876033783,-0.1630479544401168,0.4725910723209381,0.4264904856681824,-0.1460949480533599,0.5462176203727722,0.420907974243164,0.014059467241168,0.4918757677078247,0.419247567653656,-0.0141349853947758,0.5445275902748108,0.4838241040706634,0.0139548098668456,0.4941166639328003,0.4818969666957855,-0.0140392649918794,0.5467535257339478,0.5390892028808594,0.1631648242473602,0.4906664192676544,0.5376481413841248,0.1403227746486663,0.5378494262695312,0.5460569858551025,0.1703357547521591,0.4935899376869201,0.5445630550384521,0.1482757180929184,0.5612684488296509,0.5559364557266235,0.0368614643812179,0.4838935434818268,0.5569711327552795,0.0130182467401027
15.0,caminar,0.5221518278121948,0.3023530840873718,-0.2534500360488891,0.5283203721046448,0.2965156435966491,-0.2364223301410675,0.5326672792434692,0.296672523021698,-0.2364616692066192,0.5359627604484558,0.2969366610050201,-0.2364488095045089,0.5156867504119873,0.296866774559021,-0.2378127723932266,0.5113412737846375,0.2971632182598114,-0.2378172427415847,0.507433295249939,0.2974591255187988,-0.2378541976213455,0.5416425466537476,0.30088010430336,-0.1294443905353546,0.5033433437347412,0.3015442788600921,-0.1361934393644333,0.5304558277130127,0.3094313740730285,-0.2131456583738327,0.5144316554069519,0.3097718358039856,-0.215087205171585,0.5726956129074097,0.3391320407390594,-0.0586871206760406,0.475725919008255,0.3383373022079468,-0.0780481249094009,0.5781086087226868,0.3821488916873932,-0.0252247899770736,0.4653028547763824,0.3808769583702087,-0.0487518459558486,0.5729584097862244,0.4206174910068512,-0.1485179960727691,0.4663915932178497,0.4186817109584808,-0.1387940496206283,0.5747009515762329,0.4327498376369476,-0.1849915236234665,0.4637598097324371,0.4312911927700043,-0.1710750609636306,0.5692232847213745,0.4317846894264221,-0.2172864526510238,0.4700077176094055,0.4305850565433502,-0.202230304479599,0.566947340965271,0.4287010133266449,-0.1636653542518615,0.4730517864227295,0.4269756078720093,-0.1526532173156738,0.5463902950286865,0.4212744832038879,0.0139390360563993,0.4919943213462829,0.4194893538951874,-0.0140158729627728,0.5447049736976624,0.4841752350330353,0.0137771489098668,0.4941149652004242,0.4821509718894958,-0.013458477333188,0.5467900037765503,0.5393437147140503,0.1604705601930618,0.4907046854496002,0.5376780033111572,0.1404453068971634,0.5378737449645996,0.5465261936187744,0.1669909805059433,0.4940907657146454,0.54460209608078,0.1483431756496429,0.5614204406738281,0.5565482378005981,0.0349675416946411,0.483953058719635,0.55704665184021,0.0137132732197642
17.0,caminar,0.5222012400627136,0.3028720617294311,-0.2693662047386169,0.5283610224723816,0.297031968832016,-0.2523038685321808,0.5327278971672058,0.2971676886081695,-0.2523361146450043,0.5360249876976013,0.2973965108394623,-0.2523196041584015,0.5156956315040588,0.2974099516868591,-0.2538298666477203,0.5113538503646851,0.2976976931095123,-0.2538444995880127,0.5074501037597656,0.2979947030544281,-0.2538751661777496,0.5417050123214722,0.3011840879917145,-0.1433542370796203,0.503495991230011,0.3019426763057709,-0.1511393636465072,0.5305525660514832,0.3098526000976562,-0.2282409369945526,0.5144823789596558,0.3101678788661957,-0.2304867953062057,0.572968065738678,0.3394158482551574,-0.0680445730686187,0.4757669568061828,0.3384365141391754,-0.0908619835972786,0.5780878067016602,0.3827314078807831,-0.0283602215349674,0.4654797315597534,0.3811478614807129,-0.0591974556446075,0.5728755593299866,0.4217923879623413,-0.1479654461145401,0.4670034945011139,0.4191176295280456,-0.1486907750368118,0.5745145082473755,0.4333913922309875,-0.1833106875419616,0.4645107686519623,0.4317174255847931,-0.1807607412338256,0.5690255761146545,0.4325396716594696,-0.215961292386055,0.4706095457077026,0.4310535788536072,-0.2113816291093826,0.5668302774429321,0.4294562041759491,-0.1630453765392303,0.4735504686832428,0.4273599088191986,-0.162228062748909,0.546664834022522,0.4214989840984344,0.0140894977375864,0.4922249019145965,0.4196783900260925,-0.0141684096306562,0.5451465845108032,0.4842953383922577,0.014017947949469,0.4941253066062927,0.482389748096466,-0.0149972438812255,0.5468061566352844,0.5395107865333557,0.1577366143465042,0.4906525313854217,0.5378286838531494,0.1367952227592468,0.5378839373588562,0.5468612313270569,0.1637070029973983,0.4940781891345978,0.5446394085884094,0.144069641828537,0.561429500579834,0.5568370223045349,0.0322280265390872,0.4839596152305603,0.5571455359458923,0.0097136469557881
19.0,caminar,0.5225183367729187,0.3029076755046844,-0.2611800730228424,0.5285144448280334,0.2970831990242004,-0.2437850087881088,0.5328332781791687,0.2971984446048736,-0.2438303679227829,0.536132276058197,0.2974072396755218,-0.2438235878944397,0.5158461928367615,0.2975057065486908,-0.2457860857248306,0.5115442276000977,0.2978158891201019,-0.2458053827285766,0.5076068639755249,0.2981264293193817,-0.2458528876304626,0.5417153239250183,0.3011762499809265,-0.1342227160930633,0.503733217716217,0.3021261394023895,-0.1432703882455825,0.5308442711830139,0.3098636269569397,-0.2198065668344497,0.5149810314178467,0.3102453649044037,-0.2224313020706176,0.5731144547462463,0.3394205868244171,-0.0598368681967258,0.4759531617164612,0.3384611010551452,-0.0858869850635528,0.5780240893363953,0.382703959941864,-0.0250880122184753,0.4655809104442596,0.3812648952007293,-0.0570523403584957,0.5731444358825684,0.4217647314071655,-0.1464501470327377,0.4675851166248321,0.4192734062671661,-0.1453331410884857,0.5749393701553345,0.4333670437335968,-0.1819094270467758,0.4648411571979522,0.4318651556968689,-0.1777195483446121,0.5695571899414062,0.4325194656848907,-0.2147044539451599,0.4711464047431946,0.4311959147453308,-0.208646073937416,0.5672741532325745,0.4294144213199615,-0.1617902964353561,0.4741831421852112,0.4274405837059021,-0.1590082794427871,0.5467414855957031,0.4214960634708404,0.0140768811106681,0.4923258423805237,0.419715404510498,-0.0141542274504899,0.5451464653015137,0.484413206577301,0.0127818956971168,0.4941389858722687,0.4825249910354614,-0.016416011378169,0.5468031167984009,0.5396363139152527,0.1571282744407653,0.4903644621372223,0.5381878614425659,0.1367656141519546,0.5378888249397278,0.546983540058136,0.1631832420825958,0.4938516616821289,0.5447515845298767,0.1440750360488891,0.5611897110939026,0.5570701956748962,0.0292567685246467,0.4839266836643219,0.5572087168693542,0.0086159827187657
